Name,ISIN,companyID,OrganizationID,Year,description,desc_simpl_en,desc_simpl_no,account_number,account_type,Value,CorporateAccountValue,CompanyAccountValue,source,Corporation,ID
NEL,NO0010081235,7795,979938799,2013,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-37662000.0,,-37662000.0,Brønnøysund,0,161979
NEL,NO0010081235,7795,979938799,2014,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,1539000.0,1539000.0,17186000.0,Brønnøysund,1,141133
NEL,NO0010081235,7795,979938799,2014,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,114278000.0,114278000.0,120000000.0,Brønnøysund,1,141134
NEL,NO0010081235,7795,979938799,2014,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,936000.0,936000.0,929000.0,Brønnøysund,1,141135
NEL,NO0010081235,7795,979938799,2014,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,143000.0,143000.0,0.0,Brønnøysund,1,141136
NEL,NO0010081235,7795,979938799,2014,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,12067000.0,12067000.0,200000.0,Brønnøysund,1,141137
NEL,NO0010081235,7795,979938799,2014,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,239179000.0,239179000.0,212851000.0,Brønnøysund,1,141138
NEL,NO0010081235,7795,979938799,2014,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,43242000.0,43242000.0,1996000.0,Brønnøysund,1,141139
NEL,NO0010081235,7795,979938799,2014,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,202448000.0,202448000.0,203333000.0,Brønnøysund,1,141140
NEL,NO0010081235,7795,979938799,2014,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,19681000.0,19681000.0,1996000.0,Brønnøysund,1,141141
NEL,NO0010081235,7795,979938799,2014,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,23562000.0,23562000.0,0.0,Brønnøysund,1,141142
NEL,NO0010081235,7795,979938799,2014,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,124901000.0,124901000.0,92851000.0,Brønnøysund,1,141143
NEL,NO0010081235,7795,979938799,2014,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,6071000.0,6071000.0,0.0,Brønnøysund,1,141144
NEL,NO0010081235,7795,979938799,2014,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,5067000.0,5067000.0,0.0,Brønnøysund,1,141145
NEL,NO0010081235,7795,979938799,2014,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-6511000.0,-6511000.0,7521000.0,Brønnøysund,1,141146
NEL,NO0010081235,7795,979938799,2014,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,108949000.0,108949000.0,0.0,Brønnøysund,1,161990
NEL,NO0010081235,7795,979938799,2014,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,0.0,0.0,Brønnøysund,1,161991
NEL,NO0010081235,7795,979938799,2014,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,98497000.0,98497000.0,75738000.0,Brønnøysund,1,161992
NEL,NO0010081235,7795,979938799,2014,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-6511000.0,-6511000.0,7521000.0,Brønnøysund,1,161993
NEL,NO0010081235,7795,979938799,2014,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,263000.0,263000.0,120000000.0,Brønnøysund,1,161988
NEL,NO0010081235,7795,979938799,2014,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-13173000.0,-13173000.0,-9664000.0,Brønnøysund,1,161983
NEL,NO0010081235,7795,979938799,2014,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,7342000.0,7342000.0,1787000.0,Brønnøysund,1,161984
NEL,NO0010081235,7795,979938799,2014,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,25239000.0,25239000.0,9864000.0,Brønnøysund,1,161985
NEL,NO0010081235,7795,979938799,2014,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,195937000.0,195937000.0,210855000.0,Brønnøysund,1,161986
NEL,NO0010081235,7795,979938799,2014,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,239179000.0,239179000.0,212851000.0,Brønnøysund,1,161987
NEL,NO0010081235,7795,979938799,2014,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,20332000.0,20332000.0,17114000.0,Brønnøysund,1,161989
NEL,NO0010081235,7795,979938799,2015,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,29891000.0,29891000.0,1309000.0,Brønnøysund,1,141147
NEL,NO0010081235,7795,979938799,2015,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,503000.0,503000.0,5000.0,Brønnøysund,1,141148
NEL,NO0010081235,7795,979938799,2015,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,815649000.0,815649000.0,742233000.0,Brønnøysund,1,141149
NEL,NO0010081235,7795,979938799,2015,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,51079000.0,51079000.0,25659000.0,Brønnøysund,1,141150
NEL,NO0010081235,7795,979938799,2015,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,739030000.0,739030000.0,739635000.0,Brønnøysund,1,141151
NEL,NO0010081235,7795,979938799,2015,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,1507000.0,1507000.0,0.0,Brønnøysund,1,141152
NEL,NO0010081235,7795,979938799,2015,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,313042000.0,313042000.0,296516000.0,Brønnøysund,1,141153
NEL,NO0010081235,7795,979938799,2015,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,35668000.0,35668000.0,0.0,Brønnøysund,1,141154
NEL,NO0010081235,7795,979938799,2015,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,380650000.0,380650000.0,322175000.0,Brønnøysund,1,141155
NEL,NO0010081235,7795,979938799,2015,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,16529000.0,16529000.0,0.0,Brønnøysund,1,141156
NEL,NO0010081235,7795,979938799,2015,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-21731000.0,-21731000.0,-11943000.0,Brønnøysund,1,141157
NEL,NO0010081235,7795,979938799,2015,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,815649000.0,815649000.0,742233000.0,Brønnøysund,1,162001
NEL,NO0010081235,7795,979938799,2015,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,2303000.0,2303000.0,2282000.0,Brønnøysund,1,161997
NEL,NO0010081235,7795,979938799,2015,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,99925000.0,99925000.0,2400000.0,Brønnøysund,1,161998
NEL,NO0010081235,7795,979938799,2015,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,118184000.0,118184000.0,16800000.0,Brønnøysund,1,161999
NEL,NO0010081235,7795,979938799,2015,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,434998000.0,434998000.0,420057000.0,Brønnøysund,1,161996
NEL,NO0010081235,7795,979938799,2015,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,15023000.0,15023000.0,0.0,Brønnøysund,1,162007
NEL,NO0010081235,7795,979938799,2015,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-8022000.0,-8022000.0,-3536000.0,Brønnøysund,1,162006
NEL,NO0010081235,7795,979938799,2015,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,731008000.0,731008000.0,736098000.0,Brønnøysund,1,162000
NEL,NO0010081235,7795,979938799,2015,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,48972000.0,48972000.0,6135000.0,Brønnøysund,1,162005
NEL,NO0010081235,7795,979938799,2015,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,411172000.0,411172000.0,0.0,Brønnøysund,1,162004
NEL,NO0010081235,7795,979938799,2015,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,84640000.0,84640000.0,6135000.0,Brønnøysund,1,162003
NEL,NO0010081235,7795,979938799,2015,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,7297000.0,7297000.0,420057000.0,Brønnøysund,1,162002
NEL,NO0010081235,7795,979938799,2015,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-18259000.0,-18259000.0,-14400000.0,Brønnøysund,1,161994
NEL,NO0010081235,7795,979938799,2015,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-9521000.0,-9521000.0,2457000.0,Brønnøysund,1,161995
NEL,NO0010081235,7795,979938799,2016,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,26102000.0,26102000.0,0.0,Brønnøysund,1,141172
NEL,NO0010081235,7795,979938799,2016,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,36266000.0,36266000.0,0.0,Brønnøysund,1,141173
NEL,NO0010081235,7795,979938799,2016,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-55829000.0,-55829000.0,-22156000.0,Brønnøysund,1,141175
NEL,NO0010081235,7795,979938799,2016,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-83468000.0,-83468000.0,-25692000.0,Brønnøysund,1,162014
NEL,NO0010081235,7795,979938799,2016,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,300019000.0,300019000.0,185391000.0,Brønnøysund,1,162013
NEL,NO0010081235,7795,979938799,2016,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-55312000.0,-55312000.0,-24477000.0,Brønnøysund,1,141158
NEL,NO0010081235,7795,979938799,2016,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,0.0,0.0,Brønnøysund,1,162012
NEL,NO0010081235,7795,979938799,2016,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,403344000.0,403344000.0,0.0,Brønnøysund,1,162011
NEL,NO0010081235,7795,979938799,2016,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,60266000.0,60266000.0,13175000.0,Brønnøysund,1,141159
NEL,NO0010081235,7795,979938799,2016,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,462855000.0,462855000.0,548756000.0,Brønnøysund,1,141160
NEL,NO0010081235,7795,979938799,2016,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,629000.0,629000.0,18000.0,Brønnøysund,1,141161
NEL,NO0010081235,7795,979938799,2016,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,762875000.0,762875000.0,734148000.0,Brønnøysund,1,162010
NEL,NO0010081235,7795,979938799,2016,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,114479000.0,114479000.0,3184000.0,Brønnøysund,1,141162
NEL,NO0010081235,7795,979938799,2016,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-7325000.0,-7325000.0,2321000.0,Brønnøysund,1,162008
NEL,NO0010081235,7795,979938799,2016,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,169790000.0,169790000.0,27661000.0,Brønnøysund,1,141163
NEL,NO0010081235,7795,979938799,2016,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,671219000.0,671219000.0,730977000.0,Brønnøysund,1,141164
NEL,NO0010081235,7795,979938799,2016,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,762875000.0,762875000.0,734148000.0,Brønnøysund,1,141165
NEL,NO0010081235,7795,979938799,2016,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,13708000.0,13708000.0,548344000.0,Brønnøysund,1,141166
NEL,NO0010081235,7795,979938799,2016,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,2399000.0,2399000.0,2233000.0,Brønnøysund,1,162009
NEL,NO0010081235,7795,979938799,2016,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,38287000.0,38287000.0,28179000.0,Brønnøysund,1,141167
NEL,NO0010081235,7795,979938799,2016,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,91655000.0,91655000.0,3171000.0,Brønnøysund,1,141168
NEL,NO0010081235,7795,979938799,2016,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,754688000.0,754688000.0,756669000.0,Brønnøysund,1,141169
NEL,NO0010081235,7795,979938799,2016,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,225467000.0,225467000.0,157212000.0,Brønnøysund,1,141170
NEL,NO0010081235,7795,979938799,2016,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,65553000.0,65553000.0,3171000.0,Brønnøysund,1,141171
NEL,NO0010081235,7795,979938799,2016,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,45804000.0,45804000.0,413000.0,Brønnøysund,1,141174
NEL,NO0010081235,7795,979938799,2017,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-117162000.0,-117162000.0,-37133000.0,Brønnøysund,1,141176
NEL,NO0010081235,7795,979938799,2017,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,130021000.0,130021000.0,20850000.0,Brønnøysund,1,141177
NEL,NO0010081235,7795,979938799,2017,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,102396000.0,102396000.0,0.0,Brønnøysund,1,162025
NEL,NO0010081235,7795,979938799,2017,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1141370000.0,1141370000.0,1192180000.0,Brønnøysund,1,162015
NEL,NO0010081235,7795,979938799,2017,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-7285000.0,-7285000.0,4414000.0,Brønnøysund,1,141178
NEL,NO0010081235,7795,979938799,2017,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,399000.0,399000.0,24000.0,Brønnøysund,1,141179
NEL,NO0010081235,7795,979938799,2017,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,298426000.0,298426000.0,6301000.0,Brønnøysund,1,141180
NEL,NO0010081235,7795,979938799,2017,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,1409390000.0,1409390000.0,1451230000.0,Brønnøysund,1,141181
NEL,NO0010081235,7795,979938799,2017,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,2442000.0,2442000.0,2026000.0,Brønnøysund,1,162016
NEL,NO0010081235,7795,979938799,2017,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,415588000.0,415588000.0,43434000.0,Brønnøysund,1,162017
NEL,NO0010081235,7795,979938799,2017,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,1725660000.0,1725660000.0,1457620000.0,Brønnøysund,1,162018
NEL,NO0010081235,7795,979938799,2017,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,150559000.0,150559000.0,7228000.0,Brønnøysund,1,162019
NEL,NO0010081235,7795,979938799,2017,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1018150000.0,1018150000.0,0.0,Brønnøysund,1,162020
NEL,NO0010081235,7795,979938799,2017,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,1503760000.0,1503760000.0,1504630000.0,Brønnøysund,1,162021
NEL,NO0010081235,7795,979938799,2017,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,0.0,0.0,0.0,Brønnøysund,1,162022
NEL,NO0010081235,7795,979938799,2017,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,295000000.0,295000000.0,258219000.0,Brønnøysund,1,162023
NEL,NO0010081235,7795,979938799,2017,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,213874000.0,213874000.0,6399000.0,Brønnøysund,1,162024
NEL,NO0010081235,7795,979938799,2017,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,584282000.0,584282000.0,265447000.0,Brønnøysund,1,162026
NEL,NO0010081235,7795,979938799,2017,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-94372000.0,-94372000.0,-53406000.0,Brønnøysund,1,162027
NEL,NO0010081235,7795,979938799,2017,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,96198000.0,96198000.0,417000.0,Brønnøysund,1,162028
NEL,NO0010081235,7795,979938799,2017,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-52447000.0,-52447000.0,-32719000.0,Brønnøysund,1,162029
NEL,NO0010081235,7795,979938799,2017,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,138723000.0,138723000.0,0.0,Brønnøysund,1,141185
NEL,NO0010081235,7795,979938799,2017,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,27026000.0,27026000.0,1191760000.0,Brønnøysund,1,141183
NEL,NO0010081235,7795,979938799,2017,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,1725660000.0,1725660000.0,1457620000.0,Brønnøysund,1,141182
NEL,NO0010081235,7795,979938799,2017,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,316270000.0,316270000.0,6399000.0,Brønnøysund,1,141184
NEL,NO0010081235,7795,979938799,2018,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,135383000.0,135383000.0,1017000.0,Brønnøysund,1,141198
NEL,NO0010081235,7795,979938799,2018,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-196062000.0,-196062000.0,-22634000.0,Brønnøysund,1,141186
NEL,NO0010081235,7795,979938799,2018,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-1442000.0,-1442000.0,6590000.0,Brønnøysund,1,141188
NEL,NO0010081235,7795,979938799,2018,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,182726000.0,182726000.0,15931000.0,Brønnøysund,1,141187
NEL,NO0010081235,7795,979938799,2018,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,3271000.0,3271000.0,2595000.0,Brønnøysund,1,141189
NEL,NO0010081235,7795,979938799,2018,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,1944400000.0,1944400000.0,1775220000.0,Brønnøysund,1,141190
NEL,NO0010081235,7795,979938799,2018,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-188828000.0,-188828000.0,-16044000.0,Brønnøysund,1,162040
NEL,NO0010081235,7795,979938799,2018,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1307740000.0,1307740000.0,1481190000.0,Brønnøysund,1,162030
NEL,NO0010081235,7795,979938799,2018,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,636655000.0,636655000.0,294035000.0,Brønnøysund,1,141197
NEL,NO0010081235,7795,979938799,2018,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,189481000.0,189481000.0,10562000.0,Brønnøysund,1,141196
