Name,ISIN,companyID,OrganizationID,Year,description,desc_simpl_en,desc_simpl_no,account_number,account_type,Value,CorporateAccountValue,CompanyAccountValue,source,Corporation,ID
NEL,NO0010081235,7795,979938799,2018,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,1838210000.0,1838210000.0,1838210000.0,Brønnøysund,1,141195
NEL,NO0010081235,7795,979938799,2018,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1100030000.0,1100030000.0,,Brønnøysund,1,141194
NEL,NO0010081235,7795,979938799,2018,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,365422000.0,365422000.0,10562000.0,Brønnøysund,1,141193
NEL,NO0010081235,7795,979938799,2018,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,152104000.0,152104000.0,12017000.0,Brønnøysund,1,141192
NEL,NO0010081235,7795,979938799,2018,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,72333000.0,72333000.0,1480170000.0,Brønnøysund,1,141191
NEL,NO0010081235,7795,979938799,2018,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,134804000.0,134804000.0,,Brønnøysund,1,162039
NEL,NO0010081235,7795,979938799,2018,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,704000.0,704000.0,151000.0,Brønnøysund,1,162031
NEL,NO0010081235,7795,979938799,2018,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,489048000.0,489048000.0,10932000.0,Brønnøysund,1,162032
NEL,NO0010081235,7795,979938799,2018,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,685110000.0,685110000.0,33566000.0,Brønnøysund,1,162033
NEL,NO0010081235,7795,979938799,2018,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,1578980000.0,1578980000.0,1764660000.0,Brønnøysund,1,162034
NEL,NO0010081235,7795,979938799,2018,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,1944400000.0,1944400000.0,1775220000.0,Brønnøysund,1,162035
NEL,NO0010081235,7795,979938799,2018,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,349747000.0,349747000.0,282018000.0,Brønnøysund,1,162036
NEL,NO0010081235,7795,979938799,2018,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,175941000.0,175941000.0,0.0,Brønnøysund,1,162037
NEL,NO0010081235,7795,979938799,2018,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-259237000.0,-259237000.0,-73551000.0,Brønnøysund,1,162038
NEL,NO0010081235,7795,979938799,2019,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,2430670000.0,2430670000.0,2276940000.0,Brønnøysund,1,141201
NEL,NO0010081235,7795,979938799,2019,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,569708000.0,569708000.0,19264000.0,Brønnøysund,1,141200
NEL,NO0010081235,7795,979938799,2019,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1440330000.0,1440330000.0,1760370000.0,Brønnøysund,1,141199
NEL,NO0010081235,7795,979938799,2019,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,66089000.0,66089000.0,1757680000.0,Brønnøysund,1,162049
NEL,NO0010081235,7795,979938799,2019,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,259123000.0,259123000.0,37007000.0,Brønnøysund,1,162050
NEL,NO0010081235,7795,979938799,2019,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,584055000.0,584055000.0,18411000.0,Brønnøysund,1,162051
NEL,NO0010081235,7795,979938799,2019,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1118080000.0,1118080000.0,,Brønnøysund,1,162052
NEL,NO0010081235,7795,979938799,2019,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,2370080000.0,2370080000.0,2370080000.0,Brønnøysund,1,162053
NEL,NO0010081235,7795,979938799,2019,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,,,,Brønnøysund,1,162054
NEL,NO0010081235,7795,979938799,2019,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,340409000.0,340409000.0,17379000.0,Brønnøysund,1,162055
NEL,NO0010081235,7795,979938799,2019,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,243646000.0,243646000.0,1032000.0,Brønnøysund,1,162056
NEL,NO0010081235,7795,979938799,2019,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-523463000.0,-523463000.0,-111545000.0,Brønnøysund,1,162057
NEL,NO0010081235,7795,979938799,2019,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-269709000.0,-269709000.0,-36271000.0,Brønnøysund,1,141206
NEL,NO0010081235,7795,979938799,2019,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,256170000.0,256170000.0,2685000.0,Brønnøysund,1,141205
NEL,NO0010081235,7795,979938799,2019,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,990339000.0,990339000.0,516574000.0,Brønnøysund,1,141203
NEL,NO0010081235,7795,979938799,2019,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,525982000.0,525982000.0,,Brønnøysund,1,141202
NEL,NO0010081235,7795,979938799,2019,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,205234000.0,205234000.0,,Brønnøysund,1,141204
NEL,NO0010081235,7795,979938799,2019,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-253594000.0,-253594000.0,-24405000.0,Brønnøysund,1,162041
NEL,NO0010081235,7795,979938799,2019,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,243194000.0,243194000.0,26164000.0,Brønnøysund,1,162042
NEL,NO0010081235,7795,979938799,2019,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-23644000.0,-23644000.0,-11866000.0,Brønnøysund,1,162043
NEL,NO0010081235,7795,979938799,2019,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,,,,Brønnøysund,1,162044
NEL,NO0010081235,7795,979938799,2019,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,,,,Brønnøysund,1,162045
NEL,NO0010081235,7795,979938799,2019,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,823302000.0,823302000.0,43669000.0,Brønnøysund,1,162046
NEL,NO0010081235,7795,979938799,2019,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,1846620000.0,1846620000.0,2258530000.0,Brønnøysund,1,162047
NEL,NO0010081235,7795,979938799,2019,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,2430670000.0,2430670000.0,2276940000.0,Brønnøysund,1,162048
NEL,NO0010081235,7795,979938799,2020,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,1261880000.0,1261880000.0,156406000.0,Brønnøysund,1,141219
NEL,NO0010081235,7795,979938799,2020,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,378052000.0,378052000.0,1557000.0,Brønnøysund,1,141218
NEL,NO0010081235,7795,979938799,2020,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,4593750000.0,4593750000.0,2471430000.0,Brønnøysund,1,141217
NEL,NO0010081235,7795,979938799,2020,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,431087000.0,431087000.0,33881000.0,Brønnøysund,1,141216
NEL,NO0010081235,7795,979938799,2020,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,2332850000.0,2332850000.0,,Brønnøysund,1,141215
NEL,NO0010081235,7795,979938799,2020,Sum investeringer,Other current assets,Andre omløpsmidler,151,BALANSEREGNSKAP,,,,Brønnøysund,1,141214
NEL,NO0010081235,7795,979938799,2020,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,4692720000.0,4692720000.0,4692720000.0,Brønnøysund,1,141213
NEL,NO0010081235,7795,979938799,2020,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,6136700000.0,6136700000.0,4772300000.0,Brønnøysund,1,141212
NEL,NO0010081235,7795,979938799,2020,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,5468320000.0,5468320000.0,4737580000.0,Brønnøysund,1,141211
NEL,NO0010081235,7795,979938799,2020,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,651881000.0,651881000.0,43545000.0,Brønnøysund,1,141210
NEL,NO0010081235,7795,979938799,2020,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,,,,Brønnøysund,1,141209
NEL,NO0010081235,7795,979938799,2020,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,329402000.0,329402000.0,33553000.0,Brønnøysund,1,141207
NEL,NO0010081235,7795,979938799,2020,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,668381000.0,668381000.0,34717000.0,Brønnøysund,1,162065
NEL,NO0010081235,7795,979938799,2020,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1091770000.0,1091770000.0,,Brønnøysund,1,162066
NEL,NO0010081235,7795,979938799,2020,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,,,,Brønnøysund,1,141208
NEL,NO0010081235,7795,979938799,2020,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,237294000.0,237294000.0,836000.0,Brønnøysund,1,162067
NEL,NO0010081235,7795,979938799,2020,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,775592000.0,775592000.0,44861000.0,Brønnøysund,1,162068
NEL,NO0010081235,7795,979938799,2020,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,237129000.0,237129000.0,,Brønnøysund,1,162069
NEL,NO0010081235,7795,979938799,2020,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-414497000.0,-414497000.0,-11927000.0,Brønnøysund,1,162058
NEL,NO0010081235,7795,979938799,2020,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,1660020000.0,1660020000.0,168333000.0,Brønnøysund,1,162059
NEL,NO0010081235,7795,979938799,2020,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1542940000.0,1542940000.0,2300870000.0,Brønnøysund,1,162060
NEL,NO0010081235,7795,979938799,2020,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,1066380000.0,1066380000.0,55472000.0,Brønnøysund,1,162061
NEL,NO0010081235,7795,979938799,2020,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,6136700000.0,6136700000.0,4772300000.0,Brønnøysund,1,162062
NEL,NO0010081235,7795,979938799,2020,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,73124000.0,73124000.0,2299310000.0,Brønnøysund,1,162063
NEL,NO0010081235,7795,979938799,2020,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,2023770000.0,2023770000.0,252400000.0,Brønnøysund,1,162064
NEL,NO0010081235,7795,979938799,2021,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,95187000.0,95187000.0,3261730000.0,Brønnøysund,1,141226
NEL,NO0010081235,7795,979938799,2021,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,1092900000.0,1092900000.0,205478000.0,Brønnøysund,1,162075
NEL,NO0010081235,7795,979938799,2021,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,1380850000.0,1380850000.0,96728000.0,Brønnøysund,1,141223
NEL,NO0010081235,7795,979938799,2021,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-582853000.0,-582853000.0,-21079000.0,Brønnøysund,1,162070
NEL,NO0010081235,7795,979938799,2021,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,472010000.0,472010000.0,52032000.0,Brønnøysund,1,162071
NEL,NO0010081235,7795,979938799,2021,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1862850000.0,1862850000.0,3271530000.0,Brønnøysund,1,162072
NEL,NO0010081235,7795,979938799,2021,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,968280000.0,968280000.0,55591000.0,Brønnøysund,1,162076
NEL,NO0010081235,7795,979938799,2021,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,,,,Brønnøysund,1,141222
NEL,NO0010081235,7795,979938799,2021,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,,,,Brønnøysund,1,141221
NEL,NO0010081235,7795,979938799,2021,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,-1100980000.0,-1100980000.0,-3377000.0,Brønnøysund,1,141220
NEL,NO0010081235,7795,979938799,2021,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,5038700000.0,5038700000.0,5962150000.0,Brønnøysund,1,141224
NEL,NO0010081235,7795,979938799,2021,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,6006980000.0,6006980000.0,6017740000.0,Brønnøysund,1,141225
NEL,NO0010081235,7795,979938799,2021,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,798001000.0,798001000.0,75649000.0,Brønnøysund,1,162073
NEL,NO0010081235,7795,979938799,2021,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,2722770000.0,2722770000.0,2540730000.0,Brønnøysund,1,141227
NEL,NO0010081235,7795,979938799,2021,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,623514000.0,623514000.0,9799000.0,Brønnøysund,1,141228
NEL,NO0010081235,7795,979938799,2021,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,6006980000.0,6006980000.0,6017740000.0,Brønnøysund,1,162074
NEL,NO0010081235,7795,979938799,2021,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,1144140000.0,1144140000.0,,Brønnøysund,1,162077
NEL,NO0010081235,7795,979938799,2021,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,5941750000.0,5941750000.0,5941750000.0,Brønnøysund,1,162078
NEL,NO0010081235,7795,979938799,2021,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,705052000.0,705052000.0,46889000.0,Brønnøysund,1,162079
NEL,NO0010081235,7795,979938799,2021,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,263228000.0,263228000.0,8702000.0,Brønnøysund,1,162080
NEL,NO0010081235,7795,979938799,2021,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,4144140000.0,4144140000.0,2746210000.0,Brønnøysund,1,162081
NEL,NO0010081235,7795,979938799,2021,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-903045000.0,-903045000.0,20405000.0,Brønnøysund,1,162082
NEL,NO0010081235,7795,979938799,2021,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,328465000.0,328465000.0,,Brønnøysund,1,162083
NEL,NO0010081235,7795,979938799,2021,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-1666850000.0,-1666850000.0,-24456000.0,Brønnøysund,1,162084
NEL,NO0010081235,7795,979938799,2022,Sum eiendeler,Total assets,Sum eiendeler,334,BALANSEREGNSKAP,6950510000.0,6950510000.0,6125950000.0,Brønnøysund,1,141231
NEL,NO0010081235,7795,979938799,2022,Sum fordringer,Other short-term receivables,Andre kortsiktige fordringer,304,BALANSEREGNSKAP,1334470000.0,1334470000.0,228921000.0,Brønnøysund,1,141232
NEL,NO0010081235,7795,979938799,2022,Sum gjeld,Total debt,Sum gjeld,354,BALANSEREGNSKAP,1500900000.0,1500900000.0,84958000.0,Brønnøysund,1,141233
NEL,NO0010081235,7795,979938799,2022,Sum immaterielle anleggsmidler,Other intangible assets,Andre immatrielle eiendeler,323,BALANSEREGNSKAP,934456000.0,934456000.0,,Brønnøysund,1,141234
NEL,NO0010081235,7795,979938799,2022,Sum kortsiktig gjeld,Total short-term debt,Sum kortsiktig gjeld,347,BALANSEREGNSKAP,1191620000.0,1191620000.0,57046000.0,Brønnøysund,1,141235
NEL,NO0010081235,7795,979938799,2022,Sum langsiktig gjeld,Total long-term debt,Sum langsiktig gjeld,353,BALANSEREGNSKAP,309288000.0,309288000.0,27912000.0,Brønnøysund,1,141236
NEL,NO0010081235,7795,979938799,2022,Sum opptjent egenkapital,Other retained earnings,Annen opptjent egenkapital,738,BALANSEREGNSKAP,-2022930000.0,-2022930000.0,-1431540000.0,Brønnøysund,1,141237
NEL,NO0010081235,7795,979938799,2022,Sum anleggsmidler,Total capital assets,Sum anleggsmidler,333,BALANSEREGNSKAP,1972900000.0,1972900000.0,2965520000.0,Brønnøysund,1,141229
NEL,NO0010081235,7795,979938799,2022,Sum egenkapital,Total equity,Sum Egenkapital,223,BALANSEREGNSKAP,5449610000.0,5449610000.0,6040990000.0,Brønnøysund,1,141230
NEL,NO0010081235,7795,979938799,2022,Driftsresultat,Operating profit(EBIT),Driftsresultat,47,RESULTATREGNSKAP,-1278650000.0,-1278650000.0,-39837000.0,Brønnøysund,1,162085
NEL,NO0010081235,7795,979938799,2022,Lønnskostnader,"Salaries, wages, social security and other personnel related expenses","Lønn, honorarer, andre personalkostnader?.",78,RESULTATREGNSKAP,664815000.0,664815000.0,69070000.0,Brønnøysund,1,162086
NEL,NO0010081235,7795,979938799,2022,Netto finans,Other financial income/expenses,Andre finansinntekter/kostnader,578,RESULTATREGNSKAP,91657000.0,91657000.0,-1412110000.0,Brønnøysund,1,162087
NEL,NO0010081235,7795,979938799,2022,Sum annen renteinntekt,Interest income,Renteinntekter,229,RESULTATREGNSKAP,,,,Brønnøysund,1,162088
NEL,NO0010081235,7795,979938799,2022,Sum annen rentekostnad,Interest expenses,Rentekostnader,543,RESULTATREGNSKAP,,,,Brønnøysund,1,162089
NEL,NO0010081235,7795,979938799,2022,Sum driftsinntekter,Total income,Sum inntekter,18,RESULTATREGNSKAP,993581000.0,993581000.0,89947000.0,Brønnøysund,1,162090
NEL,NO0010081235,7795,979938799,2022,Sum driftskostnader,Total operating expenses,Sum driftskostnader,46,RESULTATREGNSKAP,2272240000.0,2272240000.0,129784000.0,Brønnøysund,1,162091
NEL,NO0010081235,7795,979938799,2022,Sum egenkapital og gjeld,Total liabilities and equity,Sum gjeld og egenkapital,374,BALANSEREGNSKAP,6950510000.0,6950510000.0,6125950000.0,Brønnøysund,1,162092
NEL,NO0010081235,7795,979938799,2022,Sum finansielle anleggsmidler,Other capital assets,Andre anleggsmidler,511,BALANSEREGNSKAP,252958000.0,252958000.0,2951220000.0,Brønnøysund,1,162093
NEL,NO0010081235,7795,979938799,2022,Sum innskutt egenkapital,Share capital,Aksjekapital,366,BALANSEREGNSKAP,7472540000.0,7472540000.0,7472530000.0,Brønnøysund,1,162094
NEL,NO0010081235,7795,979938799,2022,Sum Kasse/Bank/Post,Cash and deposits,"Kasse, bank, post",295,BALANSEREGNSKAP,3138550000.0,3138550000.0,2931510000.0,Brønnøysund,1,162095
NEL,NO0010081235,7795,979938799,2022,Sum omløpsmidler,Total short-term assets,Sum omløpsmidler,313,BALANSEREGNSKAP,4977610000.0,4977610000.0,3160430000.0,Brønnøysund,1,162096
NEL,NO0010081235,7795,979938799,2022,Sum varelager,Inventory,Varer,754,BALANSEREGNSKAP,504595000.0,504595000.0,,Brønnøysund,1,162097
NEL,NO0010081235,7795,979938799,2022,Sum varige driftsmidler,Fixed assets,Varige driftsmidler,332,BALANSEREGNSKAP,785488000.0,785488000.0,14301000.0,Brønnøysund,1,162098
NEL,NO0010081235,7795,979938799,2022,Årsresultat,Net income,Årsresultat,121,RESULTATREGNSKAP,-1171170000.0,-1171170000.0,-1451940000.0,Brønnøysund,1,162099
